Comunidad,Año,Mes,Temperatura Media,Temperatura Minima,Temperatura Maxima,Presion Maxima,Racha
Comunidad de Madrid,2016,Noviembre,7.3,3.24,11.36,904.81,9.26
Comunidad Foral de Navarra,2016,Noviembre,8.9,4.67,13.14,974.76,8.64
Comunidad Valenciana,2016,Noviembre,13.05,8.3,17.81,986.94,8.98
Extremadura,2016,Noviembre,11.24,6.39,16.08,974.69,8.58
Galicia,2016,Noviembre,10.43,6.74,14.13,987.98,10.04
País Vasco,2016,Noviembre,10.2,6.72,13.69,995.71,11.0
Principado de Asturias,2016,Noviembre,9.81,6.54,13.07,983.77,10.82
Región de Murcia,2016,Noviembre,14.18,8.92,19.41,991.04,8.73
La Rioja,2016,Noviembre,9.53,5.06,14.01,976.54,8.83
Ceuta,2016,Noviembre,16.11,13.48,18.74,1008.49,10.76
Melilla,2016,Noviembre,16.82,13.69,19.94,1011.94,11.48
Andalucía,2016,Diciembre,11.95,7.53,16.37,988.12,8.01
Aragón,2016,Diciembre,5.53,1.19,9.87,955.17,5.68
Islas Baleares,2016,Diciembre,12.59,8.43,16.74,1025.18,9.19
Cataluña,2016,Diciembre,8.34,3.55,13.14,982.82,7.13
Canarias,2016,Diciembre,18.66,15.88,21.44,997.83,11.55
Cantabria,2016,Diciembre,10.07,5.88,14.27,1005.38,7.76
Castilla-La Mancha,2016,Diciembre,6.99,1.98,11.99,941.36,6.51
Castilla y León,2016,Diciembre,5.05,0.35,9.75,920.56,6.52
Comunidad de Madrid,2016,Diciembre,6.62,2.21,11.03,914.73,7.32
Comunidad Foral de Navarra,2016,Diciembre,6.11,1.75,10.46,982.84,5.6
Comunidad Valenciana,2016,Diciembre,11.05,6.68,15.42,996.94,7.41
Extremadura,2016,Diciembre,9.7,4.73,14.67,983.96,7.46
Galicia,2016,Diciembre,10.33,6.34,14.32,998.79,8.17
País Vasco,2016,Diciembre,9.57,5.73,13.41,1006.44,8.23
Principado de Asturias,2016,Diciembre,10.08,6.34,13.81,993.88,7.96
Región de Murcia,2016,Diciembre,11.85,7.8,15.92,999.72,7.05
La Rioja,2016,Diciembre,6.77,3.43,10.14,987.77,6.87
Ceuta,2016,Diciembre,14.99,13.28,16.7,1016.1,11.06
Melilla,2016,Diciembre,14.57,12.17,16.96,1020.17,8.7
Andalucía,2017,Enero,9.44,4.13,14.75,983.77,8.48
Aragón,2017,Enero,4.48,-0.69,9.65,948.92,9.94
Islas Baleares,2017,Enero,8.99,4.99,13.0,1018.89,13.12
Cataluña,2017,Enero,5.77,1.02,10.53,975.33,10.06
Canarias,2017,Enero,17.34,14.38,20.31,996.29,10.93
Cantabria,2017,Enero,7.16,3.22,11.11,1002.11,11.22
Castilla-La Mancha,2017,Enero,4.86,-0.71,10.43,936.85,8.54
Castilla y León,2017,Enero,3.22,-2.27,8.71,915.63,8.86
Comunidad de Madrid,2017,Enero,3.86,-0.98,8.7,911.65,10.44
Comunidad Foral de Navarra,2017,Enero,4.32,-0.49,9.12,977.35,9.07
Comunidad Valenciana,2017,Enero,8.78,3.78,13.78,992.18,10.18
Extremadura,2017,Enero,7.69,2.09,13.28,980.77,7.72
Galicia,2017,Enero,7.84,3.83,11.83,994.34,9.55
País Vasco,2017,Enero,5.97,1.91,10.03,1002.07,10.56
Principado de Asturias,2017,Enero,7.22,3.68,10.77,990.92,10.33
Región de Murcia,2017,Enero,9.68,4.51,14.84,995.07,10.01
La Rioja,2017,Enero,5.89,1.25,10.54,982.3,9.18
Ceuta,2017,Enero,13.16,10.34,15.94,1013.8,10.8
Melilla,2017,Enero,12.79,9.4,16.17,1017.0,11.71
Andalucía,2017,Febrero,12.22,7.97,16.48,980.94,10.39
Aragón,2017,Febrero,8.01,2.4,13.62,947.2,10.93
Islas Baleares,2017,Febrero,11.77,7.53,16.04,1018.3,11.23
Cataluña,2017,Febrero,9.76,4.61,14.9,974.3,10.03
Canarias,2017,Febrero,17.26,14.12,20.4,994.49,11.41
Cantabria,2017,Febrero,9.8,5.56,14.03,997.81,12.5
Castilla-La Mancha,2017,Febrero,8.37,3.22,13.53,936.29,10.65
Castilla y León,2017,Febrero,6.32,1.14,11.5,913.11,11.82
Comunidad de Madrid,2017,Febrero,6.81,2.35,11.26,909.94,11.47
Comunidad Foral de Navarra,2017,Febrero,8.49,2.96,14.04,977.97,10.81
Comunidad Valenciana,2017,Febrero,11.65,6.88,16.41,990.12,10.17
Extremadura,2017,Febrero,10.83,6.24,15.43,978.17,10.58
Galicia,2017,Febrero,9.91,5.77,14.05,990.27,13.03
País Vasco,2017,Febrero,10.14,5.54,14.75,998.3,13.21
Principado de Asturias,2017,Febrero,9.48,5.83,13.12,986.22,13.04
Región de Murcia,2017,Febrero,12.74,7.88,17.6,994.21,10.34
La Rioja,2017,Febrero,9.01,3.58,14.45,979.69,11.18
Ceuta,2017,Febrero,14.89,12.6,17.2,1012.05,11.93
Melilla,2017,Febrero,15.21,12.53,17.89,1015.37,12.46
Andalucía,2017,Marzo,13.86,8.27,19.44,983.14,10.84
Aragón,2017,Marzo,11.28,4.43,18.12,947.35,10.5
Islas Baleares,2017,Marzo,13.14,7.87,18.42,1018.24,10.93
Cataluña,2017,Marzo,11.9,5.55,18.26,974.64,9.53
Canarias,2017,Marzo,18.42,14.9,21.95,994.09,12.17
Cantabria,2017,Marzo,10.81,6.5,15.1,998.95,11.84
Castilla-La Mancha,2017,Marzo,10.89,4.12,17.67,937.44,10.36
Castilla y León,2017,Marzo,8.45,1.93,14.97,913.08,10.89
Comunidad de Madrid,2017,Marzo,9.44,3.48,15.4,908.02,11.65
Comunidad Foral de Navarra,2017,Marzo,11.01,4.82,17.22,977.94,10.6
Comunidad Valenciana,2017,Marzo,13.51,7.4,19.61,989.95,9.87
Extremadura,2017,Marzo,12.67,6.56,18.79,978.02,10.52
Galicia,2017,Marzo,11.25,6.67,15.84,990.81,12.45
País Vasco,2017,Marzo,11.78,7.03,16.52,998.61,11.73
Principado de Asturias,2017,Marzo,10.56,6.89,14.22,987.3,12.17
Región de Murcia,2017,Marzo,14.26,8.04,20.48,993.77,10.31
La Rioja,2017,Marzo,11.97,5.17,18.76,979.63,9.95
Ceuta,2017,Marzo,15.39,12.48,18.31,1011.6,11.89
Melilla,2017,Marzo,15.59,11.9,19.26,1015.19,11.27
Andalucía,2017,Abril,17.14,11.14,23.13,980.1,10.43
Aragón,2017,Abril,12.88,4.91,20.84,946.88,10.36
Islas Baleares,2017,Abril,14.17,8.79,19.54,1017.76,10.12
Cataluña,2017,Abril,13.17,6.39,19.96,974.17,9.35
Canarias,2017,Abril,20.06,16.58,23.54,990.33,10.48
Cantabria,2017,Abril,11.36,6.3,16.41,1000.67,9.94
Castilla-La Mancha,2017,Abril,14.13,6.19,22.08,935.08,9.6
Castilla y León,2017,Abril,11.48,3.27,19.68,912.07,10.38
Comunidad de Madrid,2017,Abril,13.06,5.95,20.17,907.46,10.28
Comunidad Foral de Navarra,2017,Abril,12.29,5.13,19.43,977.66,10.52
Comunidad Valenciana,2017,Abril,14.53,8.57,20.49,989.36,8.79
Extremadura,2017,Abril,17.26,9.71,24.82,974.93,9.95
Galicia,2017,Abril,13.97,7.7,20.24,989.8,10.8
País Vasco,2017,Abril,12.03,6.55,17.51,999.19,9.65
Principado de Asturias,2017,Abril,11.49,7.33,15.64,988.1,10.67
Región de Murcia,2017,Abril,15.96,10.09,21.84,992.72,9.08
La Rioja,2017,Abril,13.53,5.8,21.29,979.79,9.07
Ceuta,2017,Abril,16.96,14.64,19.28,1009.03,10.7
Melilla,2017,Abril,17.14,14.23,20.04,1013.13,9.97
Andalucía,2017,Mayo,20.41,14.29,26.53,977.62,10.52
Aragón,2017,Mayo,18.18,10.67,25.69,945.54,10.45
Islas Baleares,2017,Mayo,19.15,13.91,24.37,1015.86,9.39
Cataluña,2017,Mayo,17.8,11.36,24.24,973.52,9.21
Canarias,2017,Mayo,21.34,18.11,24.56,992.06,11.01
Cantabria,2017,Mayo,15.66,11.09,20.23,996.4,10.75
Castilla-La Mancha,2017,Mayo,18.97,11.4,26.54,935.48,10.0
Castilla y León,2017,Mayo,15.58,8.66,22.49,910.96,10.53
Comunidad de Madrid,2017,Mayo,17.36,10.76,23.95,908.23,10.41
Comunidad Foral de Navarra,2017,Mayo,17.43,10.41,24.46,975.27,9.73
Comunidad Valenciana,2017,Mayo,19.22,13.29,25.15,987.7,9.09
Extremadura,2017,Mayo,20.64,13.55,27.73,975.13,9.92
Galicia,2017,Mayo,16.82,11.61,22.05,986.87,10.16
País Vasco,2017,Mayo,17.15,11.71,22.58,995.63,10.06
Principado de Asturias,2017,Mayo,15.01,11.19,18.84,990.47,10.28
Región de Murcia,2017,Mayo,20.12,13.79,26.46,991.21,9.55
La Rioja,2017,Mayo,18.51,10.92,26.1,976.71,9.56
Ceuta,2017,Mayo,19.68,16.75,22.61,1008.02,9.4
Melilla,2017,Mayo,20.44,17.59,23.31,1011.79,8.71
Andalucía,2017,Junio,25.58,19.0,32.15,977.06,10.68
Aragón,2017,Junio,23.14,15.57,30.72,945.44,10.9
Islas Baleares,2017,Junio,23.44,18.3,28.58,1014.16,9.61
Cataluña,2017,Junio,23.04,16.85,29.25,974.24,9.66
Canarias,2017,Junio,23.08,19.83,26.34,992.63,11.82
Cantabria,2017,Junio,18.47,14.49,22.45,1001.55,10.66
Castilla-La Mancha,2017,Junio,24.81,16.8,32.82,935.06,10.83
Castilla y León,2017,Junio,20.86,13.15,28.58,912.68,11.02
Comunidad de Madrid,2017,Junio,23.48,16.26,30.7,908.57,11.69
Comunidad Foral de Navarra,2017,Junio,21.75,14.93,28.57,975.35,10.82
Comunidad Valenciana,2017,Junio,23.87,18.02,29.73,986.99,9.44
Extremadura,2017,Junio,26.57,18.41,34.73,973.81,11.22
Galicia,2017,Junio,18.94,13.7,24.18,988.72,9.67
País Vasco,2017,Junio,19.56,15.18,23.94,996.9,10.34
Principado de Asturias,2017,Junio,17.57,14.12,21.02,989.34,9.85
Región de Murcia,2017,Junio,25.3,18.94,31.65,989.86,9.89
La Rioja,2017,Junio,23.06,16.07,30.06,977.13,9.19
Ceuta,2017,Junio,23.36,20.31,26.41,1007.25,8.79
Melilla,2017,Junio,24.21,21.32,27.13,1010.61,9.13
Andalucía,2017,Julio,26.55,19.71,33.39,977.24,10.0
Aragón,2017,Julio,24.22,16.23,32.21,945.48,11.26
Islas Baleares,2017,Julio,25.56,20.65,30.45,1013.89,9.34
Cataluña,2017,Julio,24.27,18.24,30.29,972.38,9.44
Canarias,2017,Julio,23.69,20.37,27.0,992.96,11.89
Cantabria,2017,Julio,19.26,15.04,23.49,996.86,8.63
Castilla-La Mancha,2017,Julio,25.83,17.51,34.17,932.73,10.5
Castilla y León,2017,Julio,21.33,12.9,29.75,914.28,10.57
Comunidad de Madrid,2017,Julio,24.11,16.75,31.47,908.32,11.09
Comunidad Foral de Navarra,2017,Julio,22.49,15.84,29.14,975.5,10.9
Comunidad Valenciana,2017,Julio,25.37,19.92,30.8,986.33,9.34
Extremadura,2017,Julio,27.06,18.26,35.86,973.42,9.81
Galicia,2017,Julio,19.84,14.47,25.2,989.0,9.86
País Vasco,2017,Julio,20.29,15.83,24.74,997.01,9.11
Principado de Asturias,2017,Julio,18.42,14.86,21.97,986.02,8.59
Región de Murcia,2017,Julio,26.79,20.58,32.97,989.71,9.59
La Rioja,2017,Julio,23.65,16.47,30.83,977.29,8.79
Ceuta,2017,Julio,24.72,20.96,28.47,1006.58,8.48
Melilla,2017,Julio,26.3,22.77,29.82,1010.13,8.11
Andalucía,2017,Agosto,26.97,20.39,33.54,979.6,9.74
Aragón,2017,Agosto,23.62,15.97,31.27,950.18,11.18
Islas Baleares,2017,Agosto,26.04,21.11,30.97,1014.97,9.8
Cataluña,2017,Agosto,24.28,18.31,30.25,973.09,9.48
Canarias,2017,Agosto,24.97,21.55,28.39,991.89,11.42
Cantabria,2017,Agosto,19.36,14.8,23.92,997.85,9.2
Castilla-La Mancha,2017,Agosto,25.52,17.6,33.44,935.46,9.69
Castilla y León,2017,Agosto,20.72,12.52,28.91,916.74,10.52
Comunidad de Madrid,2017,Agosto,23.86,16.77,30.93,907.77,10.41
Comunidad Foral de Navarra,2017,Agosto,21.95,15.02,28.88,976.94,10.64
Comunidad Valenciana,2017,Agosto,24.93,19.75,30.11,987.68,8.92
Extremadura,2017,Agosto,27.2,18.59,35.8,974.24,9.53
Galicia,2017,Agosto,19.99,14.19,25.79,989.95,10.19
País Vasco,2017,Agosto,20.45,15.62,25.28,997.12,9.07
Principado de Asturias,2017,Agosto,18.37,14.45,22.29,987.55,8.82
Región de Murcia,2017,Agosto,26.54,21.24,31.85,990.89,9.31
La Rioja,2017,Agosto,22.98,15.9,30.07,978.6,9.58
Ceuta,2017,Agosto,25.02,21.85,28.18,1007.18,8.23
Melilla,2017,Agosto,26.43,23.57,29.27,1010.72,8.93
Andalucía,2017,Septiembre,23.28,16.84,29.73,980.0,9.06
Aragón,2017,Septiembre,17.67,10.67,24.66,950.61,9.41
Islas Baleares,2017,Septiembre,21.01,16.32,25.71,1016.51,9.87
Cataluña,2017,Septiembre,18.96,13.31,24.61,974.88,9.1
Canarias,2017,Septiembre,23.85,20.78,26.92,994.15,11.38
Cantabria,2017,Septiembre,16.83,12.36,21.29,1000.69,9.71
Castilla-La Mancha,2017,Septiembre,20.59,12.62,28.55,937.03,8.7
Castilla y León,2017,Septiembre,16.68,8.67,24.68,920.3,9.13
Comunidad de Madrid,2017,Septiembre,18.76,11.84,25.69,908.53,9.43
Comunidad Foral de Navarra,2017,Septiembre,16.92,11.0,22.84,977.64,8.88
Comunidad Valenciana,2017,Septiembre,21.48,15.75,27.2,988.63,8.96
Extremadura,2017,Septiembre,22.92,14.58,31.25,976.27,8.87
Galicia,2017,Septiembre,16.87,11.9,21.84,991.57,9.25
País Vasco,2017,Septiembre,17.04,12.33,21.76,997.58,9.29
Principado de Asturias,2017,Septiembre,16.29,12.33,20.25,988.98,9.52
Región de Murcia,2017,Septiembre,23.41,17.71,29.15,992.57,8.77
La Rioja,2017,Septiembre,18.12,11.39,24.88,979.52,7.56
Ceuta,2017,Septiembre,23.03,19.58,26.5,1009.12,9.34
Melilla,2017,Septiembre,24.04,20.49,27.6,1012.59,8.86
Andalucía,2017,Octubre,21.12,14.9,27.33,982.26,8.44
Aragón,2017,Octubre,16.29,8.84,23.74,954.22,8.56
Islas Baleares,2017,Octubre,18.83,14.07,23.6,1020.42,8.85
Cataluña,2017,Octubre,17.56,11.79,23.35,978.22,7.59
Canarias,2017,Octubre,23.76,20.31,27.21,994.23,9.49
Cantabria,2017,Octubre,15.63,10.43,20.84,1001.11,8.85
Castilla-La Mancha,2017,Octubre,17.48,9.46,25.5,940.19,7.3
Castilla y León,2017,Octubre,14.62,6.44,22.8,921.1,8.33
Comunidad de Madrid,2017,Octubre,16.54,9.75,23.33,912.07,7.93
Comunidad Foral de Navarra,2017,Octubre,15.81,9.31,22.31,980.79,8.39
Comunidad Valenciana,2017,Octubre,18.95,13.19,24.71,992.44,7.59
Extremadura,2017,Octubre,20.96,13.12,28.8,979.15,7.7
Galicia,2017,Octubre,16.88,10.5,23.25,992.61,9.28
País Vasco,2017,Octubre,16.26,11.09,21.43,1000.55,8.57
Principado de Asturias,2017,Octubre,15.82,11.58,20.05,990.51,9.24
Región de Murcia,2017,Octubre,20.2,14.22,26.16,995.97,7.7
La Rioja,2017,Octubre,16.28,9.29,23.26,982.59,8.37
Ceuta,2017,Octubre,21.09,18.78,23.42,1012.56,8.17
Melilla,2017,Octubre,21.35,18.08,24.63,1016.28,7.58
Andalucía,2017,Noviembre,14.12,8.33,19.9,982.67,7.74
Aragón,2017,Noviembre,8.54,2.47,14.6,951.37,9.9
Islas Baleares,2017,Noviembre,13.01,8.26,17.77,1017.4,10.31
Cataluña,2017,Noviembre,10.04,4.27,15.8,974.6,8.7
Canarias,2017,Noviembre,21.27,18.24,24.3,992.58,9.81
Cantabria,2017,Noviembre,10.59,6.58,14.61,1000.35,11.16
Castilla-La Mancha,2017,Noviembre,9.24,2.27,16.2,936.74,7.53
Castilla y León,2017,Noviembre,6.85,0.74,12.96,917.83,8.43
Comunidad de Madrid,2017,Noviembre,8.22,2.67,13.76,909.32,8.41
Comunidad Foral de Navarra,2017,Noviembre,8.49,3.6,13.4,978.87,9.17
Comunidad Valenciana,2017,Noviembre,12.61,6.51,18.69,989.64,8.3
Extremadura,2017,Noviembre,12.62,6.23,19.0,978.74,7.18
Galicia,2017,Noviembre,10.57,5.97,15.17,993.17,9.0
País Vasco,2017,Noviembre,10.28,6.12,14.43,998.89,10.37
Principado de Asturias,2017,Noviembre,10.4,6.6,14.2,995.27,10.07
Región de Murcia,2017,Noviembre,13.87,7.74,20.01,993.78,7.85
La Rioja,2017,Noviembre,9.3,3.96,14.62,981.32,7.96
Ceuta,2017,Noviembre,17.26,14.66,19.86,1011.2,7.97
Melilla,2017,Noviembre,16.94,12.79,21.11,1015.05,7.36
Andalucía,2017,Diciembre,10.39,5.49,15.3,991.7,9.4
Aragón,2017,Diciembre,5.18,0.07,10.28,955.55,10.47
Islas Baleares,2017,Diciembre,10.6,6.52,14.67,1022.69,12.24
Cataluña,2017,Diciembre,6.44,1.35,11.53,978.3,9.32
Canarias,2017,Diciembre,18.06,15.29,20.83,1000.85,11.23
Cantabria,2017,Diciembre,8.27,4.59,11.96,1003.64,12.93
Castilla-La Mancha,2017,Diciembre,5.7,0.4,11.0,941.33,9.2
Castilla y León,2017,Diciembre,4.22,-0.33,8.78,923.24,10.81
Comunidad de Madrid,2017,Diciembre,5.02,0.46,9.57,912.94,11.06
Comunidad Foral de Navarra,2017,Diciembre,5.73,1.67,9.78,982.72,9.84
Comunidad Valenciana,2017,Diciembre,9.97,4.4,15.55,994.95,10.48
Extremadura,2017,Diciembre,8.67,3.38,13.95,985.0,9.04
Galicia,2017,Diciembre,8.71,4.99,12.43,997.07,10.9
País Vasco,2017,Diciembre,8.23,4.65,11.8,1003.0,12.19
Principado de Asturias,2017,Diciembre,9.1,5.36,12.83,1004.41,13.3
Región de Murcia,2017,Diciembre,10.62,4.46,16.79,999.42,9.9
La Rioja,2017,Diciembre,6.56,2.49,10.65,984.79,9.0
Ceuta,2017,Diciembre,14.6,12.03,17.18,1017.97,11.74
Melilla,2017,Diciembre,13.86,10.36,17.36,1021.75,10.47
Andalucía,2018,Enero,10.17,5.46,14.88,988.92,9.46
Aragón,2018,Enero,6.82,1.98,11.66,951.85,9.71
Islas Baleares,2018,Enero,11.46,7.3,15.61,1020.44,11.62
Cataluña,2018,Enero,8.75,3.84,13.67,976.24,9.72
Canarias,2018,Enero,17.04,14.11,19.97,999.92,12.64
Cantabria,2018,Enero,9.0,5.62,12.38,1000.75,11.92
Castilla-La Mancha,2018,Enero,6.3,1.16,11.44,938.4,8.77
Castilla y León,2018,Enero,4.3,-0.0,8.59,919.42,9.62
Comunidad de Madrid,2018,Enero,5.33,1.04,9.62,915.18,9.97
Comunidad Foral de Navarra,2018,Enero,6.8,2.91,10.69,980.53,7.82
Comunidad Valenciana,2018,Enero,11.0,5.84,16.17,992.57,10.32
Extremadura,2018,Enero,8.4,3.66,13.13,982.46,8.77
Galicia,2018,Enero,8.95,5.7,12.2,994.89,10.72
País Vasco,2018,Enero,8.95,5.72,12.19,1000.05,11.17
Principado de Asturias,2018,Enero,9.05,5.76,12.35,990.49,12.59
Región de Murcia,2018,Enero,11.39,5.83,16.91,996.88,9.41
La Rioja,2018,Enero,7.45,3.34,11.56,982.4,8.57
Ceuta,2018,Enero,13.97,11.41,16.53,1015.19,11.39
Melilla,2018,Enero,13.74,10.68,16.81,1019.04,11.3
Andalucía,2018,Febrero,9.53,4.17,14.88,980.75,9.13
Aragón,2018,Febrero,4.37,-0.21,8.95,944.84,11.23
Islas Baleares,2018,Febrero,8.25,4.32,12.19,1011.89,11.4
Cataluña,2018,Febrero,5.74,0.89,10.59,967.92,9.48
Canarias,2018,Febrero,16.14,13.14,19.14,993.37,13.09
Cantabria,2018,Febrero,6.4,3.22,9.58,1002.38,12.31
Castilla-La Mancha,2018,Febrero,5.0,-0.43,10.42,930.84,9.25
Castilla y León,2018,Febrero,2.77,-2.13,7.68,911.99,10.15
Comunidad de Madrid,2018,Febrero,3.97,-0.75,8.69,908.74,11.09
Comunidad Foral de Navarra,2018,Febrero,4.56,0.93,8.2,972.97,9.94
Comunidad Valenciana,2018,Febrero,8.56,3.73,13.4,983.93,9.59
Extremadura,2018,Febrero,8.41,2.61,14.21,973.75,9.37
Galicia,2018,Febrero,7.23,3.0,11.47,986.57,11.03
País Vasco,2018,Febrero,6.1,3.0,9.2,994.39,11.61
Principado de Asturias,2018,Febrero,6.47,3.31,9.64,986.23,12.12
Región de Murcia,2018,Febrero,10.15,4.79,15.48,988.2,9.61
La Rioja,2018,Febrero,5.75,1.97,9.52,975.37,8.78
Ceuta,2018,Febrero,12.93,10.06,15.82,1007.05,10.37
Melilla,2018,Febrero,12.7,9.15,16.24,1010.79,10.5
Andalucía,2018,Marzo,11.76,7.74,15.79,978.02,13.88
Aragón,2018,Marzo,8.04,3.04,13.04,940.74,13.01
Islas Baleares,2018,Marzo,11.92,8.1,15.72,1007.81,14.37
Cataluña,2018,Marzo,9.89,4.36,15.42,964.2,11.81
Canarias,2018,Marzo,18.38,15.1,21.65,995.49,12.14
Cantabria,2018,Marzo,9.58,5.9,13.26,988.53,16.39
Castilla-La Mancha,2018,Marzo,8.08,3.53,12.63,927.41,13.98
Castilla y León,2018,Marzo,5.51,1.34,9.67,908.37,14.24
Comunidad de Madrid,2018,Marzo,6.33,2.42,10.22,900.56,14.78
Comunidad Foral de Navarra,2018,Marzo,8.38,4.03,12.73,968.04,12.91
Comunidad Valenciana,2018,Marzo,12.59,7.36,17.81,980.29,12.96
Extremadura,2018,Marzo,10.47,6.03,14.93,970.98,13.92
Galicia,2018,Marzo,8.6,5.0,12.22,980.99,15.41
País Vasco,2018,Marzo,10.15,6.33,13.97,986.55,15.75
Principado de Asturias,2018,Marzo,9.1,5.42,12.79,992.35,16.06
Región de Murcia,2018,Marzo,13.7,8.32,19.09,985.26,13.24
La Rioja,2018,Marzo,9.35,4.22,14.5,969.07,11.82
Ceuta,2018,Marzo,14.97,12.09,17.82,1006.36,15.23
Melilla,2018,Marzo,16.07,12.65,19.5,1010.24,12.55
Andalucía,2018,Abril,14.96,10.06,19.86,981.08,11.43
Aragón,2018,Abril,12.5,6.54,18.45,945.56,10.35
Islas Baleares,2018,Abril,15.19,10.86,19.52,1012.64,11.52
Cataluña,2018,Abril,13.96,8.58,19.34,969.36,9.43
Canarias,2018,Abril,18.21,15.02,21.41,994.68,12.95
Cantabria,2018,Abril,12.6,8.81,16.38,993.21,10.79
Castilla-La Mancha,2018,Abril,12.2,6.48,17.93,930.33,11.52
Castilla y León,2018,Abril,10.16,4.7,15.62,912.86,10.98
Comunidad de Madrid,2018,Abril,10.77,5.72,15.83,908.01,11.52
Comunidad Foral de Navarra,2018,Abril,13.0,7.72,18.29,971.76,10.51
Comunidad Valenciana,2018,Abril,14.99,9.72,20.25,984.57,10.76
Extremadura,2018,Abril,14.08,8.8,19.36,972.28,11.3
Galicia,2018,Abril,12.16,7.58,16.73,984.04,11.96
País Vasco,2018,Abril,13.82,9.71,17.93,990.86,11.28
Principado de Asturias,2018,Abril,11.66,8.02,15.31,992.67,10.42
Región de Murcia,2018,Abril,16.22,10.71,21.75,988.43,11.5
La Rioja,2018,Abril,12.9,7.08,18.72,973.28,10.62
Ceuta,2018,Abril,15.83,12.99,18.68,1006.9,12.17
Melilla,2018,Abril,16.2,13.38,19.04,1010.65,11.11
Andalucía,2018,Mayo,17.68,12.08,23.27,981.27,9.38
Aragón,2018,Mayo,15.59,9.17,22.01,947.64,10.6
Islas Baleares,2018,Mayo,17.02,12.76,21.27,1013.0,9.54
Cataluña,2018,Mayo,16.72,11.41,22.03,970.72,9.09
Canarias,2018,Mayo,18.96,15.85,22.07,994.29,11.76
Cantabria,2018,Mayo,13.76,10.11,17.4,1001.25,8.38
Castilla-La Mancha,2018,Mayo,16.09,9.48,22.69,930.9,9.83
Castilla y León,2018,Mayo,13.03,6.78,19.28,911.24,10.01
Comunidad de Madrid,2018,Mayo,14.64,8.81,20.48,909.5,10.68
Comunidad Foral de Navarra,2018,Mayo,14.73,9.23,20.22,974.22,10.23
Comunidad Valenciana,2018,Mayo,17.7,12.14,23.26,985.08,9.65
Extremadura,2018,Mayo,17.5,10.96,24.04,973.13,9.28
Galicia,2018,Mayo,14.79,9.91,19.66,987.9,10.12
País Vasco,2018,Mayo,14.3,10.34,18.28,994.79,9.29
Principado de Asturias,2018,Mayo,12.98,9.53,16.43,986.12,8.95
Región de Murcia,2018,Mayo,19.07,13.34,24.8,988.62,9.79
La Rioja,2018,Mayo,15.71,9.8,21.64,975.97,8.79
Ceuta,2018,Mayo,18.52,15.19,21.86,1006.42,9.9
Melilla,2018,Mayo,18.84,15.51,22.19,1010.15,9.25
Andalucía,2018,Junio,21.93,16.22,27.64,982.07,9.65
Aragón,2018,Junio,19.73,13.14,26.3,943.52,9.71
Islas Baleares,2018,Junio,21.89,17.1,26.68,1013.16,9.44
Cataluña,2018,Junio,21.19,15.65,26.73,970.64,8.61
Canarias,2018,Junio,20.92,17.77,24.07,995.43,11.22
Cantabria,2018,Junio,17.46,13.8,21.12,997.72,8.98
Castilla-La Mancha,2018,Junio,20.8,13.87,27.73,931.83,9.1
Castilla y León,2018,Junio,17.46,11.17,23.76,910.0,9.45
Comunidad de Madrid,2018,Junio,19.55,13.42,25.68,911.4,9.61
Comunidad Foral de Navarra,2018,Junio,19.17,13.51,24.84,974.2,9.89
Comunidad Valenciana,2018,Junio,22.01,16.57,27.45,985.34,9.01
Extremadura,2018,Junio,22.67,15.65,29.69,973.73,9.26
Galicia,2018,Junio,17.52,13.22,21.82,987.99,8.98
País Vasco,2018,Junio,18.22,14.19,22.24,994.81,8.87
Principado de Asturias,2018,Junio,16.51,13.24,19.78,984.96,8.55
Región de Murcia,2018,Junio,23.17,17.42,28.93,990.17,9.18
La Rioja,2018,Junio,20.0,13.66,26.35,976.15,8.54
Ceuta,2018,Junio,21.6,18.26,24.93,1006.94,10.5
Melilla,2018,Junio,22.19,18.87,25.53,1010.52,9.77
Andalucía,2018,Julio,24.29,17.63,30.96,983.12,9.29
Aragón,2018,Julio,23.97,16.21,31.73,941.72,10.43
Islas Baleares,2018,Julio,25.59,20.5,30.68,1013.16,9.35
Cataluña,2018,Julio,24.56,18.49,30.63,971.53,8.98
Canarias,2018,Julio,22.87,19.78,25.96,993.41,12.23
Cantabria,2018,Julio,20.21,16.53,23.9,996.55,8.38
Castilla-La Mancha,2018,Julio,24.75,16.5,33.01,932.09,9.78
Castilla y León,2018,Julio,20.32,12.93,27.72,913.14,9.61
Comunidad de Madrid,2018,Julio,22.99,15.69,30.29,913.34,10.33
Comunidad Foral de Navarra,2018,Julio,23.01,16.61,29.4,974.79,10.24
Comunidad Valenciana,2018,Julio,25.51,19.89,31.13,985.65,9.03
Extremadura,2018,Julio,24.7,16.63,32.78,974.19,9.35
Galicia,2018,Julio,19.8,15.37,24.22,988.09,9.06
País Vasco,2018,Julio,21.31,17.36,25.25,994.83,8.98
Principado de Asturias,2018,Julio,18.67,15.4,21.93,981.87,7.76
Región de Murcia,2018,Julio,26.75,20.39,33.11,989.05,9.39
La Rioja,2018,Julio,23.58,16.83,30.32,976.64,8.69
Ceuta,2018,Julio,24.62,19.96,29.3,1007.04,10.38
Melilla,2018,Julio,25.74,22.01,29.46,1010.57,9.59
Andalucía,2018,Agosto,27.06,20.46,33.67,980.8,9.59
Aragón,2018,Agosto,23.52,15.73,31.31,943.64,10.77
